ID   Trainer                        #  Original        BST  --> Replacement     BST  Diff% 
525  Todd                           3  Golduck         500  --> Basculin        460  -8.0%
526  Mickey                         0  Graveler        390  --> Grotle          405  +3.8%
526  Mickey                         1  Corsola         410  --> Klang           440  +7.3%
526  Mickey                         2  Graveler        390  --> -----           371  -4.9%
526  Mickey                         3  Corsola         410  --> -----           440  +7.3%
526  Mickey                         4  Magcargo        430  --> -----           420  -2.3%
526  Mickey                         5  Persian         440  --> Drizzile        420  -4.5%
526  Mickey                         6  Golduck         500  --> -----           514  +2.8%
527  Irwin                          0  Voltorb         330  --> Torchic         310  -6.1%
527  Irwin                          1  Cascoon         205  --> Azurill         190  -7.3%
527  Irwin                          2  Voltorb         330  --> -----           303  -8.2%
527  Irwin                          3  Magikarp        200  --> Scatterbug      200  +0.0%
527  Irwin                          4  Electrode       490  --> Houndoom        500  +2.0%
527  Irwin                          5  Magby           365  --> Scraggy         348  -4.7%
527  Irwin                          6  Electrode       490  --> Arbok           448  -8.6%
527  Irwin                          7  Seel            325  --> Goomy           300  -7.7%
528  Dana                           0  Golduck         500  --> Sandaconda      510  +2.0%
528  Dana                           1  Exeggutor       530  --> Zebstrika       497  -6.2%
528  Dana                           2  Ampharos        510  --> Dracozolt       505  -1.0%
528  Dana                           3  Torkoal         470  --> Falinks         470  +0.0%
529  Mickey                         0  Ampharos        510  --> Clefable        483  -5.3%
529  Mickey                         1  Xatu            470  --> Comfey          485  +3.2%
529  Mickey                         2  Golduck         500  --> Solrock         460  -8.0%
529  Mickey                         3  Exeggutor       530  --> Flamigo         500  -5.7%
530  Brent                          0  Gyarados        540  --> BruteBonet      570  +5.6%
530  Brent                          1  Lickitung       385  --> Mightyena       420  +9.1%
530  Brent                          2  Nidoqueen       505  --> Haxorus         540  +6.9%
530  Brent                          3  Nidoking        505  --> Electrode       490  -3.0%
531  Mickey                         0  Dratini         300  --> Capsakid        304  +1.3%
531  Mickey                         1  Nidoran[F]      275  --> Yungoos         253  -8.0%
531  Mickey                         2  Dratini         300  --> Buizel          330  +10.0%
531  Mickey                         3  Nidoran[F]      275  --> Flittle         255  -7.3%
532  Mickey                         0  Butterfree      395  --> -----           418  +5.8%
532  Mickey                         1  Pidgey          251  --> Shedinja        236  -6.0%
532  Mickey                         2  Butterfree      395  --> Servine         413  +4.6%
532  Mickey                         3  Pidgey          251  --> Pikipek         265  +5.6%
532  Mickey                         4  Beedrill        395  --> Loudred         360  -8.9%
532  Mickey                         5  Cubone          320  --> Ferroseed       305  -4.7%
532  Mickey                         6  Butterfree      395  --> Marshtomp       405  +2.5%
532  Mickey                         7  Pidgeot         479  --> Avalugg         514  +7.3%
533  Wayne                          0  Ledyba          265  --> Yamper          270  +1.9%
533  Wayne                          1  Paras           285  --> Milcery         270  -5.3%
534  Kimberly                       0  Corsola         410  --> Boldore         390  -4.9%
535  Marigold                       0  Meowth          290  --> Sewaddle        310  +6.9%
536  Bertrand                       0  Fearow          442  --> Orthworm        480  +8.6%
536  Bertrand                       1  Primeape        455  --> -----           472  +3.7%
536  Bertrand                       2  Tauros          490  --> Sirfetch’d      507  +3.5%
537  Harrison                       0  Nidoking        505  --> -----           510  +1.0%
537  Harrison                       1  Nidoqueen       505  --> -----           494  -2.2%
538  Hugh                           0  Seadra          440  --> Zweilous        420  -4.5%
538  Hugh                           1  Pinsir          500  --> Bellibolt       495  -1.0%
539  Markus                         0  Slowpoke        315  --> Ferroseed       305  -3.2%
539  Markus                         1  Weepinbell      390  --> Metang          420  +7.7%
540  Rex                            0  Phanpy          330  --> Amaura          362  +9.7%
541  Andy                           0  Teddiursa       330  --> Corphish        308  -6.7%
542  Mickey                         0  Noctowl         452  --> Volbeat         430  -4.9%
542  Mickey                         1  Gengar          500  --> Sawk            465  -7.0%
542  Mickey                         2  Flareon         525  --> Honchkrow       505  -3.8%
542  Mickey                         3  Gloom           395  --> Lickitung       385  -2.5%
543  Mickey                         0  Noctowl         452  --> Grafaiai        485  +7.3%
543  Mickey                         1  Gengar          500  --> Drifblim        498  -0.4%
543  Mickey                         2  Jolteon         525  --> Exploud         490  -6.7%
543  Mickey                         3  Arbok           448  --> Solrock         460  +2.7%
544  Mickey                         0  Noctowl         452  --> Cacturne        475  +5.1%
544  Mickey                         1  Gengar          500  --> Pangoro         495  -1.0%
544  Mickey                         2  Vaporeon        525  --> Kingambit       550  +4.8%
544  Mickey                         3  Gloom           395  --> Crocalor        411  +4.1%
545  French                         0  Absol           465  --> Carnivine       454  -2.4%
